"(Intercept)" "NeoBrain" "PNBrain"
"1" 1.26062871001341 -1.17363811547148 2.11217521585058
"2" 1.38011355076378 -2.45453141466714 3.35044701941661
"3" -1.44409653841285 -2.75256136880489 4.28482182603329
"4" -0.671748709428357 -1.39974488998996 3.14645725443552
"5" 1.02063529147563 -1.60985824181262 2.58275909859731
"6" 0.465081363536228 -2.77361027134975 3.58867616331554
"7" 0.360974130609065 -2.48818044979998 3.76451037266816
"8" 0.837220257024455 -2.54719977412606 3.81230565076112
"9" 1.8308718703629 -2.53471916477429 3.1717399135232
"10" 1.02314132092579 -2.38379055125733 3.41871379257645
"11" -1.15627968773697 -1.2474721003673 3.22045194428938
"12" 1.11718469625339 -1.93841042552958 2.44964445866208
"13" 0.933461922111746 -3.60006123616768 4.51109355979133
"14" 0.980724549197475 -3.28984256423428 4.01288770155952
"15" 1.11592441426183 -2.88280686001963 3.72706885136722
"16" 0.625422789424192 -2.61934803538315 3.6702531744304
"17" 1.1333433465843 -2.7701361014042 3.60839191969717
"18" 1.55342274668692 -3.90795813525619 4.34252020149142
"19" 1.20899043297322 -2.61030313644733 3.50083287677262
"20" 0.77628554799594 -2.61134712406783 3.74039648841335
"21" 0.463604201864655 -2.09935364122066 2.92958403749799
"22" 1.44766317948233 -1.85938204491322 2.96887640056389
"23" -0.627524058592826 0.988066686935781 0.895241514605004
"24" 0.531107878152397 -1.38621630711714 2.73706010581373
"25" 0.417902249857434 -2.02979665804014 3.33862141839927
"26" 0.0634662862612458 -2.90068456989684 3.23116681201645
"27" 1.26657751895982 -2.7245455977245 3.48579255503137
"28" 0.189109204016859 -2.96776087642866 3.9744522923429
"29" 0.30362757039984 -1.61475776616135 2.85537742177257
"30" -1.33349733655814 -0.143079919653246 1.91916094176122
"31" 0.143393860809738 -1.19332785402366 2.87023683931329
"32" -0.529314423416508 -3.13031865075754 4.25711534475704
"33" -0.558845134277362 -0.198244238868938 1.86550844155136
"34" 0.418383594893385 -2.05623331362585 3.41719730754266
"35" 2.17990177530737 -4.16549920917896 4.45057968399487
"36" -0.363713550730608 -1.17420044068422 2.88073867216008
"37" -0.0363905873236945 -1.77379026486597 3.23390071143513
"38" 0.312741481073317 -3.69196772799114 4.69018921043607
"39" 0.691835838904808 -1.426771278464 3.03878212010022
"40" -0.590002709497639 -0.472206149279373 1.81224233428657
"41" 1.47881979121848 -2.47295606623811 3.03749129470816
"42" 0.336152077841689 -2.76433303048543 4.07083805048296
"43" 0.733248276774248 -1.65217758728431 2.87418474056176
"44" 0.884861738741165 -2.68645856199873 3.66360583610003
"45" -1.25114253445099 0.561533209271147 2.16985578016465
"46" 1.0959261593307 -3.61692545995174 4.18274946474048
"47" 0.0446190353213751 -1.04425096896011 3.1320136107388
"48" 0.118607729727955 -1.55222419246275 2.9497064291063
"49" -0.978711469346308 -5.11182260766509 5.03300132668664
"50" 1.71436824601551 -3.00145690512727 4.05344102787058
"51" 0.41005560146732 -0.164467056689318 1.95296973992254
"52" 0.788926663502934 -1.58895705048053 2.31136304354732
"53" 0.41415246402903 -2.27435252632131 3.58195801681723
"54" 1.04655536240898 -1.73253236646997 2.82184820331167
"55" 0.380926554913458 -2.75933328346582 4.21053817136999
"56" -1.53806146897841 0.726459553407039 1.97625576292467
