"(Intercept)" "NEOCORTEX" "CEREBELLUM" "Rob"
"1" 1.35680294097983 5.28761905893043 0.0528007817192702 -6.27499081408359
"2" -13.9136373181973 5.01052693229576 -4.98790502458723 3.08767224969779
"3" -5.1394713378977 4.87257452460472 -2.18038136776886 -1.74083265126683
"4" -2.48553952146904 9.82405581772286 -3.41142398147031 -6.81122744808818
"5" -3.68281011709769 9.21309040099732 -3.72418946091784 -5.32068710212479
"6" -5.31376930065016 1.93931129406701 -0.425741296823617 0.164899560521008
"7" -9.20608632580115 5.98652696893259 -5.82759376586182 1.59427752226475
"8" -2.28368703770684 10.7599158130033 -3.14161374566174 -8.26337971843896
"9" -10.5052962454411 9.26971105169559 -6.58092302293517 -1.02538206643658
"10" -10.7798144493845 10.7673511922367 -8.81551898219186 -0.421986709101475
"11" -6.23058246231813 5.89344881758734 -2.19404684308392 -2.33680155854381
"12" -3.01591563983493 -1.07019993235917 1.45265873288736 1.14638562194887
"13" -6.59447522836854 10.7981022216991 -4.14868778119853 -5.73495255690068
"14" -9.55851962239831 6.37666102946969 -7.67819573999441 2.88208025605127
"15" 5.33067379705608 7.85129277523083 1.06812418239497 -10.5481950192479
"16" -4.70693058507459 4.26956265390618 -1.96996802464309 -1.14742128015678
"17" 10.7329689575745 7.98809018888278 5.33285524262465 -16.1999684691255
"18" 15.6434958384198 13.5121353575669 2.4899714334606 -21.0419377957151
"19" -12.5078672469099 4.69878150813747 -5.78855493178708 3.42639422460343
"20" 1.33228563961529 4.38586693295656 2.04310556335258 -6.70838887053833
"21" 6.1214822481561 5.5869385128608 1.72328126593675 -9.04348765904433
"22" 6.9180489203427 8.4612315938939 3.06383550169994 -13.0879130716858
"23" 1.78417362869368 8.99683836297118 0.37240598430617 -10.2726835571812
"24" 2.30441027606867 4.75083749841724 3.14066595464101 -8.12487044458976
"25" -5.89015210742946 6.30899564453284 -1.63650837807108 -3.36031291958352
"26" 1.10255309514832 7.46918086717415 -0.88964548430522 -7.25938204854901
"27" 7.9378236438788 8.41236586152809 7.14262742707797 -17.9626271013112
"28" -2.48132505454123 6.94731011602562 -3.013575444249 -3.73171833841479
"29" 5.21399202774046 3.01580884047507 3.94055928711168 -7.70448506504908
"30" 3.23902154357347 7.25076287267439 1.01873506767879 -9.29584130644071
"31" 3.56374788605899 2.44722098132479 5.2841706331601 -8.03621210874553
"32" -4.99694107859978 5.07596259110869 -1.28192592371488 -2.72433579772769
"33" -2.72965971180383 10.2891769678026 -2.69865369520267 -7.5457392729586
"34" 11.1112397810066 12.6740170853154 7.37491287723969 -23.001510290982
"35" -6.25264576090558 4.99109070420673 -0.656356957471871 -2.75976323180657
"36" 7.57681101022172 5.61599503275647 4.90801004456443 -12.2355014998224
