"(Intercept)" "Brain" "BODY"
"79" -9.95114869141889 3.62694420269781 -1.3522109673977
"80" -7.659648216395 3.6385127954436 -2.13656719014398
"81" -5.39781494221825 1.94033877628908 -0.336960931264912
"82" -10.2946343648073 4.20884160432252 -2.26745007043064
"83" -11.4672534712008 4.01341956516262 -1.51937751625155
"84" -6.66606929895352 2.65550248720683 -1.12221776545994
"85" -6.74927393559483 2.54067792286514 -1.08371306305344
"86" -11.4539601905853 4.48374691037679 -2.44673431032061
"87" -11.0795657531417 3.86407831739052 -1.08296772874019
"88" -10.3373800114459 3.3347016335174 -0.968258188484469
"89" -11.6671889480203 4.48864956340549 -2.18463887675898
"90" -8.87800458540369 3.68504854397179 -1.75013769129873
"91" -12.5079173671274 4.82118172892751 -2.30546263291035
"92" -11.6724184856575 3.52470088900736 -1.23379482828022
"93" -11.3537833445589 4.47298615945328 -2.01040298801672
"94" -11.2042357586615 4.47965354990447 -2.19270795930061
"95" -10.7701881091598 4.96064015046431 -2.89244482342838
"96" -10.022056042144 4.81295734829473 -2.98208807036281
"97" -12.3756599407934 4.45109432261961 -1.59925018208742
"98" -10.5269928349589 4.70886781848094 -2.51112124430074
"99" -11.5052031116647 4.93209444105742 -2.66484278070857
"100" -15.3338366666576 5.85573746030582 -2.91457421946689
"101" -11.7237173798276 4.61999895198096 -2.19502944350097
"102" -9.50530638960481 3.75797135078756 -1.72184544700576
"103" -9.69916387145349 4.32744601325248 -2.56662029470317
"104" -11.0986267728804 3.84706547770475 -1.42628748290826
"105" -9.64450996305095 4.0363660216135 -1.92628407411394
"106" -12.07192591067 5.27334561018506 -3.12658108354663
"107" -9.2842385803815 3.75178657344622 -1.82761208319062
"108" -11.5023997493263 4.6516161042091 -2.08182143070735
"109" -9.41239292205137 3.72729074426752 -1.85237561831309
"110" -12.992236738115 4.9165106776054 -2.48328984103864
"111" -15.7319921661401 7.20837081136415 -4.39701134547067
"112" -9.08909730555024 3.90676355150208 -2.04433303970291
"113" -8.21245095822087 3.64147942534328 -1.79155371907291
"114" -8.52913783702752 3.94985606824048 -2.5720679211372
"115" -8.04954360998818 3.97054950062011 -2.34533943705901
"116" -8.20014409466239 3.68843727376225 -1.74883834949287
"117" -11.6978891444596 4.66791345749516 -2.25306124425333
"118" -9.47939802348264 3.44200057674607 -1.49121192711027
"119" -8.2187221717395 3.03858887271781 -1.0338829963257
"120" -7.85560480067215 3.77519838541411 -2.13680910081894
"121" -10.1526434577245 4.08542900886096 -2.0322086418164
"122" -9.55887076536601 4.30036245223937 -2.2116804986872
"123" -12.4107897364593 5.26140427278006 -2.77602340462909
"124" -10.8308754726895 3.57625551593082 -1.30425314838067
"125" -9.24222042883775 4.15827829690534 -2.37633645409369
"126" -9.89726600660651 4.13957906104042 -2.04604762018425
"127" -9.86915896576829 3.88342993923288 -1.63390050033195
"128" -9.92024452661281 4.036616007048 -1.98383030228433
"129" -10.5559021638644 4.3242397970098 -2.23415721268975
"130" -10.3555927078778 4.13681338395691 -2.14469096403627
"131" -9.97327688639052 4.54896582759829 -2.71750004460046
"132" -7.62962262646761 3.24629399897458 -1.47339232295053
"133" -8.90591331126052 3.54004530215752 -1.5520607134531
"134" -10.0007463746551 3.93039768274321 -1.64773106438224
"135" -17.3854964203174 7.79078848077916 -4.63744743322604
"136" -8.71854762973817 3.83139483528794 -1.93894707513391
"137" -9.47359725208662 4.2241898431821 -2.2761944658705
"138" -12.0391112059668 3.84976420551902 -1.06748287816299
"139" -9.36020147439558 3.46076511058527 -1.53882322754362
"140" -4.93412744764191 1.79851273235909 -0.371682756725932
"141" -12.229065888474 5.08149781140673 -2.74860887711839
"142" -9.25980907529629 3.52346857832163 -1.5278769364395
"143" -10.0581540038402 4.81179533884278 -2.86577050483902
"144" -14.0876757916267 4.66865985059121 -1.98558811932617
"145" -12.9954133911233 4.03805616198224 -1.00795223997557
"146" -11.5000920674138 4.80412014276953 -2.54937541305844
"147" -9.09943785253563 4.01140927657252 -2.15840676997323
"148" -9.6807535834123 4.00878801754152 -2.07385952745972
"149" -14.3397257240904 5.83519609868381 -3.03606594177836
"150" -8.97667216256377 3.78972157773114 -1.82869837153703
"151" -11.1269708976906 3.7722099688981 -1.23290696850745
"152" -10.5603018221736 4.20266291562507 -2.10583681360731
"153" -6.89240454840547 2.54601143179752 -0.990701211529085
"154" -11.9550741254097 4.93552368589735 -2.64518756540201
"155" -10.8617928741587 5.23333615987212 -3.21043443495728
"156" -11.0008717111341 4.41138454532484 -2.28388174040811
"157" -10.2805791558203 4.55274246248882 -2.54546071823279
"158" -11.5312823292043 4.48588332007057 -2.02169504936319
"159" -5.96471106594947 2.26239095644269 -0.699281546316342
"160" -9.00309085068147 4.24274061714823 -2.50407238284242
"161" -10.3980249373781 4.35018671811849 -2.14505139057292
"162" -9.24480287703773 3.76295858708909 -1.93625377562785
"163" -10.5571008982661 3.28288779607828 -0.818094217873295
"164" -7.49423045120056 2.63773714453419 -0.994476675751685
"165" -9.62025847388486 5.0601725547458 -3.32348781112523
"166" -7.82810264199202 3.69761360822304 -1.88226667454001
"167" -8.22494677754003 3.12206703986158 -1.04821668687509
"168" -8.2553395122668 2.67414127817574 -0.575409691155073
"169" -9.84415411009104 4.04648442156031 -1.97728653904051
"170" -11.0236844537139 4.47529110481264 -1.96381619518797
"171" -11.1142810743477 3.90430408340762 -1.59309793886496
"172" -10.7776989421691 3.99695372387941 -1.57543482986512
"173" -9.83232210102142 3.56733476949739 -0.686255052009074
"174" -10.679340061728 4.42851758507459 -2.30615920796117
"175" -10.5306033217639 4.59085805620998 -2.51013802159287
"176" -10.7910553383117 4.46173373039346 -2.29088839044562
"177" -9.16492099301831 4.53636246758469 -2.80571103312832
"178" -8.7814975559013 2.4317047613149 0.250892729120096
"179" -11.0136634690571 4.0273630740121 -1.49336751594092
"180" -11.0300071285747 5.53119326535261 -3.58069026043813
"181" -7.75281745356915 2.93928707874147 -1.07232084525458
"182" -11.1369309253153 5.38976713802549 -3.27186813644948
"183" -8.95598420129681 4.16811180757941 -2.19208175159292
"184" -10.9235827300145 3.98541189283424 -1.35378696705448
"185" -8.29020104877418 2.94794320259825 -0.838464610453229
"186" -9.90030925210885 3.84537873434601 -1.73682457992254
"187" -9.27349502561265 3.59044966709189 -1.39904279651546
"188" -9.82185170435696 4.25726391398348 -2.08602378497017
"189" -9.79325775886537 3.61329407095036 -1.57433299499098
"190" -9.88008756680574 3.41623983287718 -1.14452644452103
"191" -11.5201165529143 5.0352766472206 -2.94717342354124
"192" -8.73246142939024 4.55292488523082 -2.74369531898992
"193" -9.54491484274331 4.26802062822026 -2.24444123763487
"194" -8.50561916618244 3.42459302180214 -1.36647511282354
"195" -11.0761934247544 3.92840605552192 -1.50566753545718
"196" -14.0251626184181 5.74238851771952 -3.29647400861722
"197" -11.9882861233364 4.99933631211752 -2.61697493632164
"198" -10.2039848619606 4.60570981861019 -2.43351225968217
"199" -7.73894055737765 3.15220274213789 -1.66986735846149
"200" -9.96386210706169 4.36973439976282 -2.31425767026667
"201" -8.90352975051792 3.59552526763582 -1.63216459864634
"202" -8.66376516461605 3.21862856013468 -1.3652244852874
"203" -10.8768997963489 4.24715255944466 -2.04349188393144
"204" -6.44431301692384 3.80659168917919 -2.80478783906437
"205" -7.04961149976589 3.67612785103847 -2.09372548589454
"206" -3.96037034466281 1.39850946847582 -0.248411625041626
"207" -10.9345995925978 4.77999842974532 -2.43715900127427
"208" -9.5688867865174 4.49439159558096 -2.46511466737138
"209" -10.4266011661966 4.23107242243714 -2.32979902409716
"210" -7.91798104644113 2.52791302689002 -0.623262382085159
"211" -13.8560647126287 4.90166179800872 -1.89390166258818
"212" -9.23903042568418 2.52264537512201 -0.135254788241582
"213" -6.07559536711778 3.06424853714998 -1.52743989117516
"214" -7.67056849310757 2.59977083319245 -0.853724079890526
"215" -10.9896441423953 3.63367621590442 -1.16598692729076
"216" -11.473749263605 4.57815369706077 -2.11103062846814
"217" -10.313543984983 3.26255646161735 -0.868432851770194
"218" -8.11341080343118 3.23421193502145 -1.47648225730518
"219" -6.29506699297053 3.1035686615287 -1.69886765663978
"220" -9.70772508986556 4.48959291062783 -2.50395910705993
"221" -7.54643079225207 3.41816070644381 -1.65239179225318
"222" -8.40567086161172 3.56414136300373 -1.60188041143556
"223" -9.32659585212241 3.73612461343873 -1.66617668943945
"224" -10.224594807587 4.46365613114904 -2.2737330784621
"225" -9.86269234539941 2.94505351817497 -0.628723367713974
"226" -10.118952299541 5.91396874887869 -4.42157355972449
"227" -8.6460770865524 3.62382351266569 -2.06216975196367
"228" -13.8461999666906 5.15812347861356 -1.99005743487214
"229" -11.5521168134437 4.1678200543538 -1.5356908829126
"230" -9.98764002030657 4.04680262009788 -1.93677352953819
"231" -11.2284995401023 5.0103935766183 -2.79243007210607
"232" -13.3161740529031 5.92443010775969 -3.44223980185052
"233" -10.8168267874767 4.20952711086284 -2.13738485485374
"234" -7.42943929637113 3.76087386367453 -2.30301333166426
"235" -8.24984282965306 3.21163649603113 -1.26675324074313
"236" -12.3447089206311 4.87928055786324 -2.3755192220633
"237" -9.00236057290749 2.92260576847912 -0.575591656219331
"238" -10.4896346619898 4.07755580215212 -1.69322385564737
"239" -9.89403273930657 4.37005136454536 -2.48326070154144
"240" -10.6403844060987 3.89321322114847 -1.57713604403398
"241" -8.19683805275054 3.56376191694289 -1.72775827808073
"242" -8.32622183978674 3.32646178918367 -1.4662085082382
"243" -9.44537092797691 2.56543377124763 0.118653054109018
"244" -8.38665807750658 2.40502236262546 -0.0574124723352725
"245" -9.34593025405775 3.56174978493436 -1.39891612590873
"246" -10.1150051101649 4.39353956930245 -2.40522417827742
"247" -10.6679577171599 4.51787132484606 -2.40412216939148
"248" -14.5260105463549 6.50775535578214 -3.54733866173774
"249" -10.8742914119248 4.46872655206971 -2.18903758479064
"250" -12.6437045998318 5.29105677497864 -2.47233914382667
"251" -11.291937722679 4.6604813997983 -2.43255685013719
"252" -12.9365831576765 5.15233220351001 -2.56625005589012
"253" -13.7700164506095 5.79029285040451 -3.25366302300245
"254" -10.0182122635306 4.67008562083356 -2.80672932544257
"255" -8.06240695288579 2.72565766536354 -0.725778799358523
"256" -7.68513319754857 2.85645367340476 -1.08546869836118
"257" -10.8799122103082 3.43009200810047 -1.13999511842849
"258" -10.8085028505702 4.2915826695571 -1.87071596486203
"259" -9.43055348374764 3.64300839204225 -1.50701323885005
"260" -9.97052106427145 4.23903303073894 -2.09450993809151
"261" -9.62712614882912 3.46095451732117 -1.10221620151424
"262" -11.3464551156394 4.42608659519647 -2.05061068532086
"263" -12.6405780697842 4.10563976096455 -1.46592088535544
"264" -9.63412869392778 3.81130179209549 -1.67662270101573
"265" -11.8340377074237 4.81063613271544 -2.51549165388133
"266" -8.07511145035824 3.28187242022614 -1.49418859074649
"267" -11.7971277274919 4.89968823464642 -2.40239959766041
"268" -11.28395908534 4.20247106879287 -1.70210129616316
"269" -7.8250342891406 3.40315685578389 -1.57298175654432
"270" -10.2607427636249 3.95319931728591 -1.66026987039459
"271" -11.1831691867992 4.75247621691233 -2.54160954797408
"272" -9.74500334396726 3.51500038868835 -0.868696885183454
"273" -14.7816421983298 5.9156304745411 -3.26648716071941
"274" -9.9018637933541 4.42549170208076 -2.53279844007193
"275" -8.29624825977953 3.8279497700787 -2.12456819522777
"276" -4.88690522992692 2.73396299828892 -1.82933286522166
"277" -12.2149661311632 4.73165756407252 -2.31399530250928
"278" -9.76440412647207 3.55748360199141 -1.34656546668703
"279" -8.86026682279771 4.17279192696878 -2.34015980512777
"280" -12.6189371971705 4.8759407052421 -2.33830087156093
"281" -10.0397299637189 3.95126590105701 -1.83679140507593
"282" -10.8898018047257 4.07210561586908 -1.76393116683903
"283" -11.7753666291537 4.48677950682759 -2.23532454468068
"284" -16.3237088369788 6.20108662301209 -3.19054707845567
"285" -10.0702939595776 4.11181987857526 -1.71554945319076
"286" -8.53665470865963 3.38460428476537 -1.17749943949457
"287" -11.4255987108991 3.86929961535498 -1.22396052596741
"288" -8.76947669349465 4.54520038365672 -3.00829767139658
"289" -8.4688389725452 3.7718535420936 -1.93272810970666
"290" -10.6873208348552 4.25055615593737 -2.06032799936838
"291" -16.370405692971 5.86453361681197 -2.6294881701906
"292" -12.226303026353 5.04629366114386 -2.52737472282024
"293" -9.4889410478645 3.91121110793756 -1.82136073955917
"294" -7.37229371915237 3.73232854252274 -2.16642584486544
"295" -13.2832744960178 5.80569833444315 -3.30084818370233
"296" -8.68489233605942 3.35231199733244 -1.27216569209122
"297" -11.2016322562413 4.58223633543821 -2.25104189911508
"298" -8.63385635541636 4.12950288899447 -2.14942752096613
"299" -14.0442144255212 5.83116404357497 -3.07575886030099
"300" -9.32036382145452 4.13512612736668 -2.09509916890238
"301" -8.1567383868387 4.01973542699125 -2.39775549562182
"302" -10.3231311309355 4.71485928214315 -2.80223981311428
"303" -12.3388558325387 5.09544111826108 -2.84186702367151
"304" -8.40198551332287 3.1671995370707 -1.13215799396858
"305" -6.45279682119144 2.33377062590444 -0.818233605910791
"306" -9.63121020102699 4.6540117291479 -2.71644481620751
"307" -11.996854559482 4.46800603070005 -1.96145281579811
"308" -12.0228286190541 4.74647964526139 -2.26537133936654
"309" -8.69180209431215 3.700628598599 -1.80812276725919
"310" -11.4667605164141 4.70447419121047 -2.63714276356041
"311" -9.11282706836937 2.63732553113732 -0.665294081074535
"312" -10.6406882689771 4.77248797743232 -2.7384083798097
"313" -9.96890755815366 4.00712631901479 -1.92913084523025
"314" -11.1559820880211 4.72606593414093 -2.40730677621468
"315" -10.7415670402333 4.57863385532983 -2.49410310633539
"316" -7.68179363374657 3.21796106151305 -1.5668998031615
"317" -9.75716418439697 3.49988320843113 -1.26898957934827
"318" -5.73558307094936 2.63159466509387 -1.12875625275774
"319" -7.95406253053807 2.6775059998472 -0.773397175886203
"320" -10.834681540262 4.17644462536555 -1.76435326400679
"321" -9.16216257831547 3.31041143132461 -1.13216315314639
"322" -9.33383059861444 3.91558014565817 -1.94819192902651
"323" -12.011273716751 4.57397904969548 -2.17108609093702
"324" -11.0207458102923 4.6387537154078 -2.32450028737367
"325" -12.2615193281199 4.73988434602506 -2.19904349828721
"326" -10.8281315326021 4.41492614829622 -2.09399491990916
"327" -8.3299963742902 3.56535344349686 -1.73608917918318
"328" -9.09811921699293 3.92430422781035 -1.87155742580944
"329" -6.66057272115722 3.22065242697136 -1.49146814167034
"330" -9.08758222304459 3.04325753504963 -0.832335426945065
"331" -6.89786602268578 3.49919205693732 -1.94617906745407
"332" -7.02951649701572 2.74212416561204 -1.25484916486312
"333" -11.4484156838407 4.17000939669379 -1.7786615700752
"334" -11.5645812523762 5.01316582463187 -2.74974533155546
"335" -9.83339043481101 3.72481007230635 -1.63390974160575
"336" -8.61685968646634 3.872723174165 -1.99227922881255
"337" -9.1272228028356 4.15577500178551 -2.41725855205732
"338" -10.6242652728106 4.57614639519306 -2.4958133705295
"339" -8.05166558489873 2.97291903314181 -1.35138102946803
"340" -10.3655647677951 4.33798394056794 -2.18885917503212
"341" -12.991542648524 5.80332068678581 -3.31310076459704
"342" -13.5528662230863 5.90200480876956 -3.28912518591096
"343" -9.05342657425354 3.67762345139636 -1.75429069013626
"344" -8.54235586362483 3.38691918265249 -1.43769114404859
"345" -6.50059297450935 2.72353753178322 -1.4564509945194
"346" -8.59576387382276 3.86505250597838 -2.16564654075773
"347" -6.46709632693091 3.28417386707588 -2.07366927170369
"348" -11.1923413255718 3.20131439961551 -1.23865886912972
"349" -7.85625876727863 3.72972293407656 -1.96574821812101
"350" -10.8191292692418 4.67705937478968 -2.43391092099773
"351" -10.6974259809649 3.5572144193502 -0.857997763967433
"352" -9.53973066386243 4.14709836317343 -2.24925043726398
"353" -10.8504309154396 4.90885808624807 -2.75206115149922
"354" -11.2344115414598 3.99862620969361 -1.39326683646323
"355" -11.8377859046741 4.85198615312584 -2.5534385334613
"356" -8.56536638431135 3.3089671919297 -1.41774464672199
"357" -10.40013417913 4.62601341029313 -2.44653943741287
"358" -11.5573281820398 5.46925221328456 -3.37842856224597
"359" -10.3139928114397 4.2504082180094 -2.19414934882661
"360" -10.4772687942313 3.95121480060334 -1.67378890789405
"361" -12.5205534618581 5.44306843209779 -3.03151541735861
"362" -7.56236506220739 3.40513369039763 -1.80182055097612
"363" -14.713855700742 5.44664917245973 -2.41809045299306
"364" -9.20834249365726 3.78227066771069 -1.80848835500365
"365" -12.0912331783111 4.81203873273716 -2.31154838466318
"366" -9.31664498851751 3.8162428189753 -1.80221251996409
"367" -13.1345403680025 4.55303928987723 -1.66972444311978
"368" -9.95181189640425 3.32163842694717 -1.04036464469027
"369" -15.0068482272764 6.30047654986083 -3.30474437662633
"370" -9.22150224826328 4.51631216784153 -2.80236942102783
"371" -11.331130234561 5.15824251266167 -2.84034739382332
"372" -9.62379797388712 4.48493889329256 -2.67058519873535
"373" -8.27221718564397 3.73359064945544 -2.05150313640479
"374" -8.45743994446821 4.12699854256061 -2.95855237706564
"375" -10.1095798705064 4.53843226184836 -2.31985412952781
"376" -9.0053293404635 4.46558014982293 -3.00670107427868
"377" -9.71306918852497 3.32136331585934 -1.16291068449209
"378" -12.3624076209089 5.21857968643599 -2.9032295140787
"379" -11.5425542699377 4.25287991316191 -1.91155080405588
"380" -12.0784482177405 5.46040837951296 -3.21816475639935
"381" -10.6226496824529 4.5691584640881 -2.27134588424815
"382" -12.0881729246321 5.11856883267319 -2.621914710704
"383" -8.3421594379397 3.82603001382085 -1.96857982641086
"384" -8.67749525862746 3.28461258788593 -1.40286838289467
"385" -9.7594258760073 3.41124924653559 -1.05256014161569
"386" -10.2322329945746 4.07126732607139 -1.83382395117815
"387" -8.58962452236301 1.57497065051575 0.561038400657708
"388" -8.50583923749218 3.55177532001107 -1.14649322297919
"389" -10.1159248878212 5.00099268003396 -3.02114169586275
"390" -8.49531038985879 2.93903074692935 -1.08092722066067
"391" -8.18629624542365 3.01215239576413 -1.30206407501828
"392" -8.2396667971766 4.12066087004496 -2.55330247257371
"393" -9.06942727506248 3.91072321152387 -1.76986724315793
"394" -6.77474085776339 3.84874891952495 -2.37239301131194
"395" -10.001574367554 4.3228601286246 -2.30110283500471
"396" -8.46547270269366 3.1966137130803 -1.12281348762917
"397" -10.2967824205116 4.27747029666352 -1.95074432590991
"398" -9.2277919854896 5.04239098611288 -3.26204305741703
"399" -11.5776024149091 4.85630832659081 -2.67497379498309
"400" -13.6657841497363 5.52703015456791 -3.32133774536123
"401" -7.48909433581866 2.86896968504152 -0.998644150531618
"402" -8.68341888961731 3.56600865620567 -1.77295474807033
"403" -8.63741378972918 3.81856531661469 -2.11680532838727
"404" -7.98774913142552 3.87328622746281 -2.58713703619287
"405" -8.2877736378905 3.21743252535816 -1.19652587587916
"406" -12.6327075268491 4.39142782060662 -1.5318073471135
"407" -13.1448380786169 5.0514336162887 -2.54746376910407
"408" -8.75065313814412 3.41264425405279 -1.32183580138371
"409" -10.8807251350809 4.705804601399 -2.74435319354961
"410" -11.8759314898925 4.22263500309782 -1.95827451666992
"411" -13.5247593191161 4.99218693902367 -1.99510778934564
"412" -9.91380258108256 3.95365648813458 -1.53100029692177
"413" -11.8259787082243 5.6717689071811 -3.65873211752569
"414" -9.53980907177902 3.79977318245801 -1.91462412775309
"415" -7.30077176292343 3.35707289056154 -1.78326273977291
"416" -12.1629229294704 4.6673206312189 -2.2888981194119
"417" -10.6212900781338 4.85545798705471 -2.63679842370038
"418" -11.7002198967384 5.09104574484809 -2.89549997707945
"419" -9.4481016065838 4.22738269784895 -2.11028211627854
"420" -10.8573507495457 3.54886927072766 -1.08380164297705
"421" -9.7704514585057 3.99709844807512 -1.8858936602046
"422" -9.4685944125813 3.63651099773415 -1.50241177386488
"423" -9.63057367366127 3.38819855154725 -1.18165028896328
"424" -6.77297936903778 3.69961580116797 -2.50338777477282
"425" -8.94842269821527 3.60498906544672 -1.63660168855859
"426" -10.0681690211823 4.30270194372861 -2.05045365583646
"427" -6.46846128975812 2.7522716083331 -1.17249875035486
"428" -10.4046403277935 3.75505378103844 -1.46670864796033
"429" -9.11774723432609 3.72703152985196 -1.55930890014133
"430" -7.79111034228117 3.13080070714932 -1.33908493414492
"431" -9.6951430033514 4.16635682607603 -2.12805879831285
"432" -7.45103110706259 3.24055982929713 -1.62807643418637
"433" -10.9219705076281 3.95554261492362 -1.55725871928735
"434" -9.43617378387898 5.04218466046586 -3.41879953975877
"435" -13.4627908228722 5.17100144404685 -2.31799936985772
"436" -8.07259521792002 3.04936428327346 -1.21429644193267
"437" -8.61992508107505 3.58643299130927 -1.69012900957023
"438" -6.71020195572055 3.33704205851245 -1.92232653472456
"439" -10.7237885141512 4.39673017538735 -1.98507066625098
"440" -8.54876894027984 4.58545937480449 -3.40070501358423
"441" -10.4163878564868 4.37011292247917 -2.29971920128446
"442" -7.58966110597248 4.22066181940318 -2.74340564673912
"443" -10.553404207094 3.84566317213466 -1.49655957414507
"444" -8.87277201931283 3.10357288442901 -1.59941072048969
"445" -10.527184581726 4.47319670523575 -2.34058027277933
"446" -11.0471102333868 4.53126780148887 -2.29905657575
"447" -8.22033795354218 3.46006510261213 -1.84512437152443
"448" -7.59444447262467 3.77782997511167 -2.14553615028944
"449" -9.01811464040657 3.61947224980759 -1.36189102802746
"450" -11.2265438735485 4.94663981765916 -2.72995049681776
"451" -8.87724196708223 3.66461848127733 -1.64303663733881
"452" -8.58561227314749 3.85087217928958 -2.19118701742264
"453" -9.44810278884233 4.16926390053231 -2.05405558057828
"454" -8.95800357569533 3.12506417403347 -0.817267540842295
"455" -11.8730042822062 4.57845545564851 -2.04508064822585
"456" -8.79124230561138 3.08585267770104 -0.981409068030644
"457" -9.51992494317528 3.71907611692404 -1.63265487307217
"458" -8.57606382248923 3.62867995998386 -1.8541982248571
"459" -11.153052743015 5.51123769069818 -3.80599410928698
"460" -11.7257417590736 4.81156665357412 -2.27390818451386
"461" -11.046050912395 4.17100155008848 -1.93161558860447
"462" -11.0929410324025 5.39669554820284 -3.67403124208795
"463" -10.0177285539103 4.67612646696216 -2.72544360756001
"464" -7.85973522161657 3.23931904663186 -1.44002251365237
"465" -11.3229721582647 4.86194185365457 -2.55086159385974
"466" -11.0165739490476 5.28466320468578 -3.23973905025196
"467" -11.9700212952594 5.00697952094924 -2.63488516933285
"468" -10.028393888846 3.98446219792822 -1.7516365731426
"469" -8.80698858965479 3.42752706264582 -1.22793677962909
"470" -10.7807102431252 4.01160894103793 -1.73613317114359
"471" -11.8608799263311 5.66523548754049 -3.59369866132329
"472" -10.6468235048233 3.77208110393258 -1.27148809258506
"473" -11.5604487363235 4.7015597470745 -2.34164019231685
"474" -11.6553133590787 4.70952125141048 -2.40427775996795
"475" -10.2689066633029 4.21349881753304 -2.39595261000795
"476" -9.9895398512067 4.33194042154355 -2.53246745277556
"477" -8.5845634486468 3.42637274338631 -1.48767425348706
"478" -10.6098879421115 4.20227992560103 -2.18501718294283
"479" -5.46792968345108 1.19470118214667 0.421099386563583
"480" -11.9398540081165 5.25880319939824 -2.9599775623501
"481" -10.5566638385208 4.13611913696514 -2.0767525093288
"482" -8.6389359554596 4.06704447229276 -2.22379217791058
